Date,Name,Tags,Project,Description
2024/07/02 10:15 (JST) → 12:00,typhoon,"Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/07/02 8:30 (JST) → 10:15,コンピュータアーキテクチャ,"Input, Lecture, Productive","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) ",
2024/07/02 7:30 (JST) → 8:30,transfer、電磁気学、英語,"Exam, High Productive, Output","材料力学３／Strength of Materials ３ (https://www.notion.so/Strength-of-Materials-47652ffa23464172b752f59d9376cd73?pvs=21) ",
2024/07/02 7:00 (JST) → 7:30,morning,Life,,
2024/07/02 5:15 (JST) → 7:00,typhoon,"Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/07/02 5:00 (JST) → 5:15,morning,Life,,
2024/07/01 22:00 (JST) → 23:15,transfer、複素関数論,"Review, Tranfer","数理演習２Ａ／Exercises for Mathematics 2A (https://www.notion.so/Exercises-for-Mathematics-2A-59d37448d3e64772a2325590ff6c74e0?pvs=21) ",
2024/07/01 21:30 (JST) → 22:00,基礎プロレポート,"Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/07/01 20:00 (JST) → 21:30,ベクトル解析,"High Productive, Output, Review","数理演習２Ａ／Exercises for Mathematics 2A (https://www.notion.so/Exercises-for-Mathematics-2A-59d37448d3e64772a2325590ff6c74e0?pvs=21) ","問題を解くことで学ぶベクトル解析: 楽しみながら解くことを意識して (https://www.notion.so/088fb0903aaa436d94755678369f81d8?pvs=21) "
2024/07/01 16:15 (JST) → 20:00,応用のための物理復習,"High Productive, Input, Review","応用のための物理Ⅱ（統計力学、プラズマ）／Basic Physics for Applications Ⅱ(Statistical and Plasma Theory) (https://www.notion.so/Basic-Physics-for-Applications-Statistical-and-Plasma-Theory-b4779002f6174baa9a55fca1c2434b3f?pvs=21) ",
2024/07/01 14:30 (JST) → 16:15,コンピュータアーキテクチャ復習,"High Productive, Input, Review","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) ","コンピュータアーキテクチャ (電子情報通信レクチャーシリーズ) (電子情報通信レクチャーシリーズ C- 9) (https://www.notion.so/C-9-60a3f3653864489792310e903e3c50ff?pvs=21) "
2024/07/01 13:00 (JST) → 14:30,【試験80点満点】材料力学３,"Exam, High Productive, Output","材料力学３／Strength of Materials ３ (https://www.notion.so/Strength-of-Materials-47652ffa23464172b752f59d9376cd73?pvs=21) ",
2024/07/01 10:15 (JST) → 13:00,材料力学期末対策,"High Productive, Output, Review","材料力学３／Strength of Materials ３ (https://www.notion.so/Strength-of-Materials-47652ffa23464172b752f59d9376cd73?pvs=21) ",
2024/07/01 8:30 (JST) → 10:15,機械材料学,"Input, Lecture, Non-Productive","機械材料学／Mechanical properties of materials (https://www.notion.so/Mechanical-properties-of-materials-7f2df644cae54143b556fa5cca813cfb?pvs=21) ",
2024/07/01 7:30 (JST) → 8:30,transfer、材料力学,"Review, Tranfer","材料力学３／Strength of Materials ３ (https://www.notion.so/Strength-of-Materials-47652ffa23464172b752f59d9376cd73?pvs=21) ",
2024/07/01 7:00 (JST) → 7:30,morning,Life,,
2024/06/30 19:00 (JST) → 20:00,transfer、材料力学,"Review, Tranfer","材料力学３／Strength of Materials ３ (https://www.notion.so/Strength-of-Materials-47652ffa23464172b752f59d9376cd73?pvs=21) ",
2024/06/30 17:00 (JST) → 19:00,材料力学期末対策,"Productive, Review","材料力学３／Strength of Materials ３ (https://www.notion.so/Strength-of-Materials-47652ffa23464172b752f59d9376cd73?pvs=21) ",
2024/06/30 15:00 (JST) → 17:00,GXSN mtg,MTG,"GXSN foot print analysis (https://www.notion.so/GXSN-foot-print-analysis-ebe8a53592274adeb3809b2b60109615?pvs=21) ",
2024/06/30 12:30 (JST) → 15:00,材料力学期末対策,"Productive, Review","材料力学３／Strength of Materials ３ (https://www.notion.so/Strength-of-Materials-47652ffa23464172b752f59d9376cd73?pvs=21) ",
2024/06/30 11:30 (JST) → 12:30,transfer、材料力学,"Review, Tranfer","材料力学３／Strength of Materials ３ (https://www.notion.so/Strength-of-Materials-47652ffa23464172b752f59d9376cd73?pvs=21) ",
2024/06/29 19:00 (JST) → 20:15,transfer、材料力学,"Review, Tranfer","材料力学３／Strength of Materials ３ (https://www.notion.so/Strength-of-Materials-47652ffa23464172b752f59d9376cd73?pvs=21) ",
2024/06/29 15:00 (JST) → 19:00,基礎プロレポート,"Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/06/29 14:30 (JST) → 15:00,風力発電の件,"Input, Non-Productive, Task","風車を作る (https://www.notion.so/2c93111886c64195833ebd3761404fc0?pvs=21) ",
2024/06/29 11:30 (JST) → 14:30,にゃっと,"Event, Life, With friends",,
2024/06/29 11:00 (JST) → 11:30,typhoon,"Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/06/29 10:30 (JST) → 11:00,transfer,Tranfer,,
2024/06/28 19:00 (JST) → 21:00,応用のための物理復習,"Input, Productive, Review","応用のための物理Ⅱ（統計力学、プラズマ）／Basic Physics for Applications Ⅱ(Statistical and Plasma Theory) (https://www.notion.so/Basic-Physics-for-Applications-Statistical-and-Plasma-Theory-b4779002f6174baa9a55fca1c2434b3f?pvs=21) ","プラズマシミュレーション: 多階層複雑現象の解明へ (https://www.notion.so/75533749151442078b6a935690424e0c?pvs=21) "
2024/06/28 16:45 (JST) → 19:15,typhoon,"Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/06/28 14:55 (JST) → 16:40,環境調和論,"Input, Lecture, Productive","環境調和論／Harmonious Environment Management (https://www.notion.so/Harmonious-Environment-Management-9eaaa34cf92e464ebf954789bfb5b641?pvs=21) ",
2024/06/28 13:00 (JST) → 14:45,数理演習２Ａ,"Input, Lecture, Output, Productive","数理演習２Ａ／Exercises for Mathematics 2A (https://www.notion.so/Exercises-for-Mathematics-2A-59d37448d3e64772a2325590ff6c74e0?pvs=21) ",
2024/06/28 12:15 (JST) → 13:00,typhoon,"Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/06/28 10:25 (JST) → 12:10,統計力学I,"Input, Lecture, Productive","統計力学I／Statistical Mechanics I (https://www.notion.so/I-Statistical-Mechanics-I-bce78a45ef8745c08e7f3d49c4eba073?pvs=21) ",
2024/06/28 8:30 (JST) → 10:15,大気海洋循環学,"Input, Lecture, Productive","大気海洋循環学／Introduction to Ocean-Atmosphere Circulation (https://www.notion.so/Introduction-to-Ocean-Atmosphere-Circulation-8422a27f674d4b1da25f216f7becef26?pvs=21) ",
2024/06/28 7:30 (JST) → 8:30,transfer、複素関数論,"Review, Tranfer","数理演習２Ａ／Exercises for Mathematics 2A (https://www.notion.so/Exercises-for-Mathematics-2A-59d37448d3e64772a2325590ff6c74e0?pvs=21) ",
2024/06/28 7:00 (JST) → 7:30,morning,Life,,
2024/06/28 5:30 (JST) → 7:00,環境調和論レポート,"Output, Productive","環境調和論／Harmonious Environment Management (https://www.notion.so/Harmonious-Environment-Management-9eaaa34cf92e464ebf954789bfb5b641?pvs=21) ",
2024/06/28 5:00 (JST) → 5:30,morning,Life,,
2024/06/27 19:45 (JST) → 21:00,プログラミング応用課題,"Output, Productive, coding","プログラミング応用IIＡ／Advanced Course in Programming II (https://www.notion.so/II-Advanced-Course-in-Programming-II-c73454ae861d4cc98a741494fcbaaefd?pvs=21) ",
2024/06/27 18:45 (JST) → 19:45,dinner,Life,,
2024/06/27 16:50 (JST) → 18:35,プログラミング応用IIＡ,"Input, Lecture, Output, Productive, coding","プログラミング応用IIＡ／Advanced Course in Programming II (https://www.notion.so/II-Advanced-Course-in-Programming-II-c73454ae861d4cc98a741494fcbaaefd?pvs=21) ",
2024/06/27 14:55 (JST) → 16:40,プログラミング応用IIＡ,"Input, Lecture, Output, Productive, coding","プログラミング応用IIＡ／Advanced Course in Programming II (https://www.notion.so/II-Advanced-Course-in-Programming-II-c73454ae861d4cc98a741494fcbaaefd?pvs=21) ",
2024/06/27 14:15 (JST) → 14:45,雑談,"Life, With friends",,
2024/06/27 13:00 (JST) → 14:15,材料力学３,"Input, Lecture, Productive","材料力学３／Strength of Materials ３ (https://www.notion.so/Strength-of-Materials-47652ffa23464172b752f59d9376cd73?pvs=21) ",
2024/06/27 11:00 (JST) → 12:45,Minamide's group mtg,"English, Input, MTG, Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/06/27 10:15 (JST) → 11:00,準備,Task,,
2024/06/27 8:30 (JST) → 10:15,電離気体論,"Input, Lecture, Productive","電離気体論／Ionized Gases (https://www.notion.so/Ionized-Gases-f1fe189920c9473b9ccf502d3c4148fc?pvs=21) ",
2024/06/27 7:30 (JST) → 8:30,transfer、複素関数論,"Input, Productive, Tranfer","数理演習２Ａ／Exercises for Mathematics 2A (https://www.notion.so/Exercises-for-Mathematics-2A-59d37448d3e64772a2325590ff6c74e0?pvs=21) ",
2024/06/27 7:00 (JST) → 7:30,morning,Life,,
2024/06/26 21:15 (JST) → 22:00,基礎プロレポート,"Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/06/26 20:30 (JST) → 21:15,typhoon,"Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/06/26 18:45 (JST) → 20:30,環境問題総論,"Input, Lecture, Productive","環境問題総論／An Introduction to Environmental Issues (https://www.notion.so/An-Introduction-to-Environmental-Issues-991997662c4649f1af3019dcf972bf7f?pvs=21) ",
2024/06/26 16:50 (JST) → 18:35,基礎プロレポート課題,"Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/06/26 14:55 (JST) → 16:40,基礎プロジェクトＡ,"Input, Lecture, Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/06/26 13:00 (JST) → 14:45,基礎プロジェクトＡ,"Input, Lecture, Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/06/26 12:15 (JST) → 13:00,lunch,Life,,
2024/06/26 10:25 (JST) → 12:10,地球科学２,"Input, Lecture, Productive","地球科学２／Earth System Science 2 (https://www.notion.so/Earth-System-Science-2-54b43820099e4c00877debe95b20aedc?pvs=21) ",
2024/06/26 8:45 (JST) → 10:15,typhoon,"Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/06/26 7:30 (JST) → 8:45,transfer、複素関数論,"Input, Productive, Tranfer","数理演習２Ａ／Exercises for Mathematics 2A (https://www.notion.so/Exercises-for-Mathematics-2A-59d37448d3e64772a2325590ff6c74e0?pvs=21) ",
2024/06/26 7:00 (JST) → 7:30,morning,Life,,
2024/06/26 6:30 (JST) → 7:00,ベクトル解析演習,"Output, Productive","数理演習２Ａ／Exercises for Mathematics 2A (https://www.notion.so/Exercises-for-Mathematics-2A-59d37448d3e64772a2325590ff6c74e0?pvs=21) ","問題を解くことで学ぶベクトル解析: 楽しみながら解くことを意識して (https://www.notion.so/088fb0903aaa436d94755678369f81d8?pvs=21) "
2024/06/26 5:15 (JST) → 6:30,多様体論,"Input, Productive","応用のための物理Ⅱ（統計力学、プラズマ）／Basic Physics for Applications Ⅱ(Statistical and Plasma Theory) (https://www.notion.so/Basic-Physics-for-Applications-Statistical-and-Plasma-Theory-b4779002f6174baa9a55fca1c2434b3f?pvs=21) ",
2024/06/26 4:45 (JST) → 5:15,morning,Life,,
2024/06/25 21:15 (JST) → 22:00,ベクトル解析演習,"Output, Productive","数理演習２Ａ／Exercises for Mathematics 2A (https://www.notion.so/Exercises-for-Mathematics-2A-59d37448d3e64772a2325590ff6c74e0?pvs=21) ","問題を解くことで学ぶベクトル解析: 楽しみながら解くことを意識して (https://www.notion.so/088fb0903aaa436d94755678369f81d8?pvs=21) "
2024/06/25 20:30 (JST) → 21:15,コンピュータアーキテクチャ復習,"Input, Productive, Review","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) ","コンピュータアーキテクチャ (電子情報通信レクチャーシリーズ) (電子情報通信レクチャーシリーズ C- 9) (https://www.notion.so/C-9-60a3f3653864489792310e903e3c50ff?pvs=21) "
2024/06/25 18:30 (JST) → 20:30,応用のための物理復習,"Input, Productive, Review","応用のための物理Ⅱ（統計力学、プラズマ）／Basic Physics for Applications Ⅱ(Statistical and Plasma Theory) (https://www.notion.so/Basic-Physics-for-Applications-Statistical-and-Plasma-Theory-b4779002f6174baa9a55fca1c2434b3f?pvs=21) ","プラズマシミュレーション: 多階層複雑現象の解明へ (https://www.notion.so/75533749151442078b6a935690424e0c?pvs=21) "
2024/06/25 17:30 (JST) → 18:30,実験レポート,"Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/06/25 17:15 (JST) → 17:30,やっつけ仕事,"Non-Productive, Task",,
2024/06/25 16:45 (JST) → 17:15,さらだ,Life,,
2024/06/25 14:55 (JST) → 16:40,環境調和論,"Input, Lecture, Productive","環境調和論／Harmonious Environment Management (https://www.notion.so/Harmonious-Environment-Management-9eaaa34cf92e464ebf954789bfb5b641?pvs=21) ",
2024/06/25 13:00 (JST) → 14:45,応用のための物理Ⅱ（統計力学、プラズマ）,"Input, Lecture, Productive","応用のための物理Ⅱ（統計力学、プラズマ）／Basic Physics for Applications Ⅱ(Statistical and Plasma Theory) (https://www.notion.so/Basic-Physics-for-Applications-Statistical-and-Plasma-Theory-b4779002f6174baa9a55fca1c2434b3f?pvs=21) ","プラズマシミュレーション: 多階層複雑現象の解明へ (https://www.notion.so/75533749151442078b6a935690424e0c?pvs=21) "
2024/06/25 12:00 (JST) → 13:00,南出先生,"MTG, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/06/25 9:45 (JST) → 12:00,データ同化,"Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/06/25 8:30 (JST) → 9:45,コンピュータアーキテクチャ,"Input, Lecture, Productive","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) ","コンピュータアーキテクチャ (電子情報通信レクチャーシリーズ) (電子情報通信レクチャーシリーズ C- 9) (https://www.notion.so/C-9-60a3f3653864489792310e903e3c50ff?pvs=21) "
2024/06/25 7:30 (JST) → 8:30,transfer、複素関数論,"Review, Tranfer","数理演習２Ａ／Exercises for Mathematics 2A (https://www.notion.so/Exercises-for-Mathematics-2A-59d37448d3e64772a2325590ff6c74e0?pvs=21) ",
2024/06/25 7:00 (JST) → 7:30,morning,Life,,
2024/06/25 5:30 (JST) → 7:00,データ同化,"Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/06/25 5:15 (JST) → 5:30,morning,Life,,
2024/06/24 22:30 (JST) → 23:45,transfer、複素関数論,"Review, Tranfer","数理演習２Ａ／Exercises for Mathematics 2A (https://www.notion.so/Exercises-for-Mathematics-2A-59d37448d3e64772a2325590ff6c74e0?pvs=21) ",
2024/06/24 21:30 (JST) → 22:30,運さん,"Life, With friends",,
2024/06/24 19:00 (JST) → 21:30,おのまさひろ,Event,,
2024/06/24 18:15 (JST) → 19:00,transfer,Tranfer,,
2024/06/24 15:00 (JST) → 18:15,サステナブルファイナンスTA,"Input, Non-Productive, Task","サステナブル・ファイナンス・スクール（2024summer） (https://www.notion.so/2024summer-398a786d076941a4b0d5a5b86c4b75e3?pvs=21) ",
2024/06/24 14:15 (JST) → 15:00,transfer,Tranfer,,
2024/06/24 13:00 (JST) → 14:15,材料力学３,"Input, Lecture, Productive","材料力学３／Strength of Materials ３ (https://www.notion.so/Strength-of-Materials-47652ffa23464172b752f59d9376cd73?pvs=21) ",
2024/06/24 12:15 (JST) → 13:00,lunch,Life,,
2024/06/24 10:25 (JST) → 12:10,統計的機械学習,"Input, Lecture, Productive","統計的機械学習／Statistical Machine Learning (https://www.notion.so/Statistical-Machine-Learning-2a3ca40d3fba4a0e88dd6ac05872c5a3?pvs=21) ",
2024/06/24 8:30 (JST) → 10:15,機械材料学,"Input, Lecture, Productive","機械材料学／Mechanical properties of materials (https://www.notion.so/Mechanical-properties-of-materials-7f2df644cae54143b556fa5cca813cfb?pvs=21) ",
